,timestamp,hf,hl,seed,gpu,image_name,heigth,width,cropped_heigth,cropped_width,is_cropped,lr,epochs,date,root_path,path
104,1603774067-025589,64,5,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.5.arch_no_8.trial_no_0.pth
105,1603774067-025589,64,6,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.6.arch_no_9.trial_no_0.pth
106,1603774067-025589,64,6,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.6.arch_no_10.trial_no_0.pth
107,1603774067-025589,64,6,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.6.arch_no_11.trial_no_0.pth
108,1603774067-025589,64,7,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.7.arch_no_12.trial_no_0.pth
109,1603774067-025589,64,7,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.7.arch_no_13.trial_no_0.pth
110,1603774067-025589,64,7,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.7.arch_no_14.trial_no_0.pth
111,1603774067-025589,64,8,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.8.arch_no_15.trial_no_0.pth
112,1603774067-025589,64,8,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.8.arch_no_16.trial_no_0.pth
113,1603774067-025589,64,8,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.8.arch_no_17.trial_no_0.pth
114,1603774067-025589,64,9,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.9.arch_no_18.trial_no_0.pth
115,1603774067-025589,64,9,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.9.arch_no_19.trial_no_0.pth
116,1603774067-025589,64,9,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.9.arch_no_20.trial_no_0.pth
117,1603816949-617728,64,10,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.10.arch_no_0.trial_no_0.pth
118,1603816949-617728,64,10,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.10.arch_no_1.trial_no_0.pth
119,1603816949-617728,64,10,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.10.arch_no_2.trial_no_0.pth
120,1603816949-617728,64,11,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.11.arch_no_3.trial_no_0.pth
121,1603816949-617728,64,11,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.11.arch_no_4.trial_no_0.pth
122,1603816949-617728,64,11,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.11.arch_no_5.trial_no_0.pth
123,1603816949-617728,64,12,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603816949-617728\train,/content/my_data/1603816949-617728.64.12.arch_no_6.trial_no_0.pth
