,mse,psnr,ssim,CR,bpp,file_size_bits,compression
1603731938-952001,1.7759484762791544e-05,54.47322809479759,0.9981001825906627,0.08322760587600005,46.56787109375,3051872.0,siren-85
1603731938-952001,5.831435373693239e-06,58.19213709236187,0.9989066079018186,0.08322760587600005,46.56787109375,3051872.0,siren-85
1603731938-952001,0.00045191776007413864,39.3051842168817,0.9591495411944125,0.08322760587600005,46.56787109375,3051872.0,siren-85
1603774067-025589,0.00016186715220101178,43.938853383733175,0.9874115054705859,0.623184423333595,6.21923828125,407584.0,siren-64
1603774067-025589,0.00015905132750049233,44.017823296467746,0.9877178092455308,0.623184423333595,6.21923828125,407584.0,siren-64
1603774067-025589,0.00017448345897719264,43.645672218939225,0.986565662168507,0.623184423333595,6.21923828125,407584.0,siren-64
1603774067-025589,8.459243690595031e-05,46.72896638043948,0.9928571503427865,0.4697579451973723,8.25048828125,540704.0,siren-64
1603774067-025589,7.412309059873223e-05,47.326627920900684,0.9932068431865865,0.4697579451973723,8.25048828125,540704.0,siren-64
1603774067-025589,8.225534111261368e-05,46.83022297649701,0.9931341515658528,0.4697579451973723,8.25048828125,540704.0,siren-64
1603774067-025589,4.0806618926580995e-05,49.97310696265333,0.995739520332951,0.376953032245809,10.28173828125,673824.0,siren-64
1603774067-025589,4.497537520364858e-05,49.30827709376472,0.9953517178956603,0.376953032245809,10.28173828125,673824.0,siren-64
1603774067-025589,5.4053998610470444e-05,49.03929894840274,0.9952844418524722,0.376953032245809,10.28173828125,673824.0,siren-64
1603774067-025589,2.4186265363823622e-05,52.134040962406374,0.9969948058709499,0.3147678153626522,12.31298828125,806944.0,siren-64
1603774067-025589,2.2408803488360718e-05,52.50400384689676,0.9969081014637869,0.3147678153626522,12.31298828125,806944.0,siren-64
1603774067-025589,3.0171238904586062e-05,51.19996995841418,0.9966360061983985,0.3147678153626522,12.31298828125,806944.0,siren-64
1603774067-025589,4.79731970699504e-05,47.98588654214953,0.9967883790342329,0.27019436974503863,14.34423828125,940064.0,siren-64
1603774067-025589,1.9309920389787294e-05,53.52413879568556,0.9976522813143732,0.27019436974503863,14.34423828125,940064.0,siren-64
1603774067-025589,1.5394070942420512e-05,54.11125714068202,0.997726603138417,0.27019436974503863,14.34423828125,940064.0,siren-64
1603774067-025589,1.3479248082148843e-05,54.99136564642106,0.9982039198515203,0.23667889197006292,16.37548828125,1073184.0,siren-64
1603774067-025589,3.1387309718411416e-05,51.75618728080749,0.9979031092713258,0.23667889197006292,16.37548828125,1073184.0,siren-64
1603774067-025589,2.0534331270027906e-05,53.20410255304778,0.9980018583414512,0.23667889197006292,16.37548828125,1073184.0,siren-64
1603774067-025589,1.0999367077602074e-05,55.4041662739656,0.9982405168278636,0.21056052205745815,18.40673828125,1206304.0,siren-64
1603774067-025589,5.093669460620731e-05,49.44416403482926,0.9973827780235417,0.21056052205745815,18.40673828125,1206304.0,siren-64
1603774067-025589,2.016472899413202e-05,53.249995853421495,0.9981848465834204,0.21056052205745815,18.40673828125,1206304.0,siren-64
1603816949-617728,9.976553883461747e-06,55.98490268504928,0.9983535425289821,0.1896337530162219,20.43798828125,1339424.0,siren-64
1603816949-617728,2.3411692382069305e-05,53.28186463200205,0.9982775347009963,0.1896337530162219,20.43798828125,1339424.0,siren-64
1603816949-617728,0.00021148202358745039,41.8804826482405,0.9926907718495048,0.1896337530162219,20.43798828125,1339424.0,siren-64
1603816949-617728,1.5452302250196226e-05,54.16385080602288,0.9975403741287392,0.17249060129951974,22.46923828125,1472544.0,siren-64
1603816949-617728,2.3901266104076058e-05,51.63430675032543,0.9964030993819688,0.17249060129951974,22.46923828125,1472544.0,siren-64
1603816949-617728,1.700296525086742e-05,54.181396993343746,0.9983989817382822,0.17249060129951974,22.46923828125,1472544.0,siren-64
1603816949-617728,1.5971510947565548e-05,54.40880083177653,0.9975959214432568,0.1581900073738964,24.50048828125,1605664.0,siren-64
1603816949-617728,3.106632721028291e-05,50.944448533044266,0.9947804907805251,0.1581900073738964,24.50048828125,1605664.0,siren-64
1603816949-617728,1.0180641766055487e-05,55.82785360742718,0.9985398402871538,0.1581900073738964,24.50048828125,1605664.0,siren-64
1603816949-617728,1.1824055036413483e-05,55.17981113104132,0.9980326479077128,0.14607909895651214,26.53173828125,1738784.0,siren-64
1603816949-617728,1.0520911018829793e-05,55.92093349321175,0.9981235032262287,0.14607909895651214,26.53173828125,1738784.0,siren-64
1603816949-617728,8.57057239045389e-06,55.80132901240588,0.9984086833841272,0.14607909895651214,26.53173828125,1738784.0,siren-64
1603843559-156915,6.965953798498958e-05,48.58999457062104,0.9937562806077292,0.38013026196063404,10.19580078125,668192.0,siren-45
1603843559-156915,9.978098387364298e-05,45.583918696353074,0.9927032436827523,0.38013026196063404,10.19580078125,668192.0,siren-45
1603843559-156915,8.38864070829004e-05,46.880437271172674,0.9930660223942235,0.38013026196063404,10.19580078125,668192.0,siren-45
1603843559-156915,0.0001502699451521039,44.4989544009362,0.9928447662934005,0.3458454969282384,11.20654296875,734432.0,siren-45
1603843559-156915,4.306167102186009e-05,49.63991371840486,0.9943120809976093,0.3458454969282384,11.20654296875,734432.0,siren-45
1603843559-156915,0.00012750449241138995,45.69430124435331,0.993126825129311,0.3458454969282384,11.20654296875,734432.0,siren-45
1603843559-156915,5.192743265070021e-05,49.23229669729268,0.9946163264461122,0.31723352383997444,12.21728515625,800672.0,siren-45
1603843559-156915,6.087250221753493e-05,48.73028431209552,0.9946460524862865,0.31723352383997444,12.21728515625,800672.0,siren-45
1603843559-156915,7.231315976241603e-05,46.5126134114223,0.9939370550868762,0.31723352383997444,12.21728515625,800672.0,siren-45
1603843559-156915,0.0001825815998017788,42.369061852452276,0.9879579235460859,0.292993983241667,13.22802734375,866912.0,siren-45
1603843559-156915,4.465607707970776e-05,49.5545528972687,0.9942422892337245,0.292993983241667,13.22802734375,866912.0,siren-45
1603843559-156915,4.7425597585970536e-05,49.25445803158594,0.9929385408793424,0.292993983241667,13.22802734375,866912.0,siren-45
1603867216-755376,0.0008511888445354998,36.720528252301506,0.9473049062924495,1.2419809106556094,3.12060546875,204512.0,siren-45
1603867216-755376,0.0008841424714773893,36.56884256370353,0.9433013448628816,1.2419809106556094,3.12060546875,204512.0,siren-45
1603867216-755376,0.0009295952622778714,36.34855134649007,0.9409746775335397,1.2419809106556094,3.12060546875,204512.0,siren-45
1603867216-755376,0.00042984908213838935,39.68856350022238,0.9690122373904878,0.938127880865146,4.13134765625,270752.0,siren-45
1603867216-755376,0.00044040914508514106,39.59337669475735,0.9684304393319051,0.938127880865146,4.13134765625,270752.0,siren-45
1603867216-755376,0.00040174665628001094,39.99593538615364,0.9718003917107249,0.938127880865146,4.13134765625,270752.0,siren-45
1603867216-755376,0.000306184112560004,41.39817830935989,0.980663886424327,0.7537270914443073,5.14208984375,336992.0,siren-45
1603867216-755376,0.00029224425088614225,41.62817306347673,0.9794711499149948,0.7537270914443073,5.14208984375,336992.0,siren-45
1603867216-755376,0.00023432585294358432,42.335850635976456,0.9824302572528841,0.7537270914443073,5.14208984375,336992.0,siren-45
1603867216-755376,0.00016132705786731094,43.938105246647304,0.9862680047562967,0.6299103245774145,6.15283203125,403232.0,siren-45
1603867216-755376,0.0001965705305337906,42.955212709421616,0.9860991193194348,0.6299103245774145,6.15283203125,403232.0,siren-45
1603867216-755376,0.00014181091682985425,44.4837261028117,0.9876883072796689,0.6299103245774145,6.15283203125,403232.0,siren-45
1603867216-755376,0.0002171077358070761,41.394616642984346,0.9872198077138093,0.5410333310612774,7.16357421875,469472.0,siren-45
1603867216-755376,0.00011133446969324723,45.58065102348719,0.9899614923487686,0.5410333310612774,7.16357421875,469472.0,siren-45
1603867216-755376,0.00010365816706325859,45.87335770915133,0.9899982598969509,0.5410333310612774,7.16357421875,469472.0,siren-45
1603867216-755376,8.860143861966208e-05,46.42871604092248,0.9910429467466706,0.4741353563108536,8.17431640625,535712.0,siren-45
1603867216-755376,9.076604328583926e-05,45.926415934152196,0.991694484230334,0.4741353563108536,8.17431640625,535712.0,siren-45
1603867216-755376,8.80328007042408e-05,46.58542450589099,0.9915876053145932,0.4741353563108536,8.17431640625,535712.0,siren-45
1603867216-755376,7.647440361324698e-05,47.246489478465755,0.9922882376675517,0.42196055499441815,9.18505859375,601952.0,siren-45
1603867216-755376,0.0001725497277220711,44.28270195681338,0.9921418175836547,0.42196055499441815,9.18505859375,601952.0,siren-45
1603867216-755376,5.732952558901161e-05,48.53228706619879,0.9929812379903339,0.42196055499441815,9.18505859375,601952.0,siren-45
1603905451-45262,4.2435465729795396e-05,49.42298371179079,0.9966463918218638,0.3183787252817777,12.17333984375,797792.0,siren-90
1603905451-45262,2.0032373868161812e-05,52.99375231220231,0.9974493944486384,0.3183787252817777,12.17333984375,797792.0,siren-90
1603905451-45262,2.3973369025043212e-05,52.273636308067125,0.997369391460048,0.3183787252817777,12.17333984375,797792.0,siren-90
1603905451-45262,1.2045689800288528e-05,55.538622482795994,0.9986305065859444,0.23965158056821956,16.17236328125,1059872.0,siren-90
1603905451-45262,1.4914241546648555e-05,54.68441191703001,0.998530802389634,0.23965158056821956,16.17236328125,1059872.0,siren-90
1603905451-45262,1.5286683265003376e-05,53.87391655109913,0.998363532904724,0.23965158056821956,16.17236328125,1059872.0,siren-90
1603905451-45262,1.3317616321728565e-05,55.1505701012746,0.9989358583569822,0.19214010796155986,20.17138671875,1321952.0,siren-90
1603905451-45262,1.1942021956201643e-05,55.44349539294593,0.9988784093971381,0.19214010796155986,20.17138671875,1321952.0,siren-90
1603905451-45262,5.377364686864894e-06,58.71049885155256,0.9990923789385739,0.19214010796155986,20.17138671875,1321952.0,siren-90
1603905451-45262,2.3709953893558122e-05,52.847975362060424,0.9989668441560222,0.1603502959536171,24.17041015625,1584032.0,siren-90
1603905451-45262,8.459746823064052e-06,56.69642364243419,0.9991589656346583,0.1603502959536171,24.17041015625,1584032.0,siren-90
1603905451-45262,2.2311614884529263e-05,51.747279255186825,0.9987236109033422,0.1603502959536171,24.17041015625,1584032.0,siren-90
1603905451-45262,3.34004539581656e-06,60.906596302789985,0.9996279072793999,0.13758645195957775,28.16943359375,1846112.0,siren-90
1603905451-45262,6.7714172473642975e-06,57.72168797080162,0.9994220146731954,0.13758645195957775,28.16943359375,1846112.0,siren-90
1603905451-45262,9.601008059689775e-06,56.24893831555609,0.9993855154847578,0.13758645195957775,28.16943359375,1846112.0,siren-90
1603905451-45262,4.122322479815921e-06,60.010224992071116,0.9992623619123848,0.12048238490611861,32.16845703125,2108192.0,siren-90
1603905451-45262,4.331774562160717e-06,59.2888765075482,0.9991934310650683,0.12048238490611861,32.16845703125,2108192.0,siren-90
1603905451-45262,6.846911674074363e-06,57.39897391606799,0.9993172251138573,0.12048238490611861,32.16845703125,2108192.0,siren-90
1603905451-45262,2.237843000330031e-05,52.64162374807893,0.9992251647450731,0.1071606971689325,36.16748046875,2370272.0,siren-90
1603905451-45262,7.107102646841668e-06,56.784674893804656,0.9982523489434257,0.1071606971689325,36.16748046875,2370272.0,siren-90
1603905451-45262,2.515312189643737e-06,61.784156039802774,0.9995840351090493,0.1071606971689325,36.16748046875,2370272.0,siren-90
1604097384-058852,0.0052751051262021065,28.842887763196572,0.8122257535425341,2.9829011649755732,1.29931640625,85152.0,siren-35
1604097384-058852,0.005540985148400068,28.633534389954466,0.7994204229449557,2.9829011649755732,1.29931640625,85152.0,siren-35
1604097384-058852,0.005474640987813473,28.687415931019164,0.8013016724222356,2.9829011649755732,1.29931640625,85152.0,siren-35
1604097384-058852,0.005604530684649944,28.59558911383131,0.7958441659621254,2.9829011649755732,1.29931640625,85152.0,siren-35
1604097384-058852,0.005578990094363689,28.617657295395325,0.7968579837933119,2.9829011649755732,1.29931640625,85152.0,siren-35
1604097384-058852,0.002546196337789297,31.99449666392338,0.8758672627089962,2.0243560316245857,1.91455078125,125472.0,siren-35
1604097384-058852,0.002298169769346714,32.414421519649224,0.8860573152128254,2.0243560316245857,1.91455078125,125472.0,siren-35
1604097384-058852,0.0024922634474933147,32.089340701829165,0.8753827553543555,2.0243560316245857,1.91455078125,125472.0,siren-35
1604097384-058852,0.002304673660546541,32.421204094968544,0.8849988226573566,2.0243560316245857,1.91455078125,125472.0,siren-35
1604097384-058852,0.0021368013694882393,32.73991944297774,0.8886894009577945,2.0243560316245857,1.91455078125,125472.0,siren-35
1604097384-058852,0.0013841234613209963,34.629095362170446,0.9183958478824347,1.5320401466898281,2.52978515625,165792.0,siren-35
1604097384-058852,0.0010678402613848448,35.75923309870864,0.938220876632927,1.5320401466898281,2.52978515625,165792.0,siren-35
1604097384-058852,0.0011893387418240309,35.27679414019504,0.9313888210275664,1.5320401466898281,2.52978515625,165792.0,siren-35
1604097384-058852,0.0011113759828731418,35.56829680410027,0.9336501550125557,1.5320401466898281,2.52978515625,165792.0,siren-35
1604097384-058852,0.0010960258077830076,35.56133885672344,0.9365703385362182,1.5320401466898281,2.52978515625,165792.0,siren-35
1604097384-058852,0.0008301228517666459,37.03180353943864,0.9595059272957492,1.2323396988045334,3.14501953125,206112.0,siren-35
1604097384-058852,0.0006906708586029708,37.62491068093693,0.9547189272357645,1.2323396988045334,3.14501953125,206112.0,siren-35
1604097384-058852,0.000594064244069159,38.29535812264404,0.9620387042985749,1.2323396988045334,3.14501953125,206112.0,siren-35
1604097384-058852,0.0007011924171820283,37.52295005937951,0.9559338325825465,1.2323396988045334,3.14501953125,206112.0,siren-35
1604097384-058852,0.0007209075265564024,37.46381991229256,0.9567020479031043,1.2323396988045334,3.14501953125,206112.0,siren-35
1604097384-058852,0.0004542531387414783,39.494933405794946,0.9677278436450879,1.0307102973639788,3.76025390625,246432.0,siren-35
1604097384-058852,0.000479284324683249,39.2979189910475,0.9670307929923516,1.0307102973639788,3.76025390625,246432.0,siren-35
1604097384-058852,0.0006321837427094579,38.53851022956344,0.9689541423841267,1.0307102973639788,3.76025390625,246432.0,siren-35
1604097384-058852,0.0006045598420314491,37.55946034585484,0.9629185827208585,1.0307102973639788,3.76025390625,246432.0,siren-35
1604097384-058852,0.00044469564454630017,39.536836077366054,0.9669833742963106,1.0307102973639788,3.76025390625,246432.0,siren-35
1604097384-058852,0.00042825820855796337,39.814243809847454,0.9737878196895832,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.0005808195564895868,37.98848751654581,0.9703003769282489,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.0003446052724029869,40.65371507249119,0.9747059582124679,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.00034207181306555867,40.67988016753133,0.9741848646202469,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.00039562664460390806,39.983001224600955,0.9703086985260256,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.00025940226623788476,41.83038002669561,0.978747351896044,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.0002674934221431613,41.767647368156005,0.9784427064625866,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.00025062632630579174,42.20748688794498,0.9807471831665461,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.0003112430276814848,40.941074050611036,0.9778473833549057,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.00031155571923591197,41.167837032228796,0.9755901715033616,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.00021171849220991135,42.668854810329854,0.9811057693304107,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.0002596703707240522,41.917498222192286,0.9792253514237961,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.00025671295588836074,41.25327480545942,0.9819304920274314,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.0002708392858039588,41.82780336211028,0.980745231851936,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.0002258950989926234,42.44775150790115,0.9806390469903714,0.6913596376622245,5.60595703125,367392.0,siren-35
1604282134-409324,0.012147130444645882,25.222762297707888,0.7088032364854298,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.015153693035244942,24.284287524440963,0.66344923294795,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.012943855486810207,24.97450469329523,0.7016034561026439,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.013476845808327198,24.795369363842067,0.6825670186448353,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.014659778214991093,24.43162525878092,0.6704509618372038,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.005571502260863781,28.583569143703116,0.8068985804816179,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.006285171024501324,28.055760865944702,0.7883467576955971,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.004750447813421488,29.26329402683475,0.8389676912955788,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.005542004946619272,28.59744619626134,0.8192139944013552,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.006103787571191788,28.197251261892568,0.7992734310611936,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.003784803207963705,30.259501236896828,0.8465445936233674,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.0034013879485428333,30.706038834770744,0.8611528707597971,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.0034525650553405285,30.652510536360722,0.8580306835165479,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.00351029634475708,30.578259438602675,0.8561267550452965,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.003440206404775381,30.664157940391025,0.8547575132463444,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.0020656250417232513,32.93247400229127,0.9058848952934434,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.0023038110230118036,32.40110257840697,0.8956962023121446,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.0019635031931102276,33.05814523148722,0.9077704928951718,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.002301024505868554,32.41154136678463,0.8881943823700608,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.00200109020806849,33.0340630512029,0.9077849589672157,2.368695911668159,1.63623046875,107232.0,siren-25
