,model_filename,hidden_layers,hidden_features,sidelength,quant_tech,mse,psnr,ssim,eta_seconds,model_size
37,1604340857-839151.16.0.3.0.arch_no_9.trial_no_0.pth,3,16,256,dynamic-torch.qint8,0.028220398351550102,21.530539287103345,0.5877350715684319,0.027323246002197266,7935
38,1604340857-839151.16.0.3.0.arch_no_9.trial_no_0.pth,3,16,256,dynamic-torch.float16,0.019889626652002335,23.050480400128357,0.637890279123042,0.024702072143554688,10303
39,1604340857-839151.16.0.3.0.arch_no_9.trial_no_0.pth,3,16,256,custom_quant,0.41090652346611023,9.883169374032011,0.34046014192183205,0.029068470001220703,7127
40,1604340857-839151.16.0.4.0.arch_no_10.trial_no_0.pth,4,16,256,None,0.011791648343205452,25.319839057487368,0.7290825909369267,0.022581100463867188,8799
41,1604340857-839151.16.0.4.0.arch_no_10.trial_no_0.pth,4,16,256,dynamic-torch.qint8,0.026810742914676666,21.74842665738362,0.6485325593054837,0.0337824821472168,9487
42,1604340857-839151.16.0.4.0.arch_no_10.trial_no_0.pth,4,16,256,dynamic-torch.float16,0.011805953457951546,25.31446322893244,0.7290479669579633,0.030053138732910156,12623
43,1604340857-839151.16.0.4.0.arch_no_10.trial_no_0.pth,4,16,256,custom_quant,0.44492465257644653,9.537735364423893,0.34547369213864704,0.04300403594970703,8799
44,1604340857-839151.16.0.4.0.arch_no_11.trial_no_0.pth,4,16,256,None,0.012166628614068031,25.174184332263593,0.7426305199709404,0.02330756187438965,8799
45,1604340857-839151.16.0.4.0.arch_no_11.trial_no_0.pth,4,16,256,dynamic-torch.qint8,0.024170037358999252,22.198136703534228,0.6665048754173803,0.03307843208312988,9487
46,1604340857-839151.16.0.4.0.arch_no_11.trial_no_0.pth,4,16,256,dynamic-torch.float16,0.012186857871711254,25.167159824183315,0.7425106546020377,0.035204410552978516,12623
47,1604340857-839151.16.0.4.0.arch_no_11.trial_no_0.pth,4,16,256,custom_quant,0.42433345317840576,9.743527220202886,0.34214789649511257,0.03931164741516113,8799
48,1604340857-839151.16.0.4.0.arch_no_12.trial_no_0.pth,4,16,256,None,0.012003006413578987,25.235596087282772,0.7228030343201869,0.02294611930847168,8799
49,1604340857-839151.16.0.4.0.arch_no_12.trial_no_0.pth,4,16,256,dynamic-torch.qint8,0.02340589463710785,22.3331052617125,0.6578223713007131,0.03553605079650879,9487
50,1604340857-839151.16.0.4.0.arch_no_12.trial_no_0.pth,4,16,256,dynamic-torch.float16,0.012013822793960571,25.231680836332764,0.7227673960805194,0.030790328979492188,12623
51,1604340857-839151.16.0.4.0.arch_no_12.trial_no_0.pth,4,16,256,custom_quant,0.3596615791320801,10.461659919668625,0.33757560282368665,0.03844594955444336,8799
52,1604340857-839151.16.0.4.0.arch_no_13.trial_no_0.pth,4,16,256,None,0.011575677432119846,25.40216228027436,0.7407492901601698,0.02209949493408203,8799
53,1604340857-839151.16.0.4.0.arch_no_13.trial_no_0.pth,4,16,256,dynamic-torch.qint8,0.02241286262869835,22.52898100849103,0.6638597411998195,0.03274655342102051,9487
54,1604340857-839151.16.0.4.0.arch_no_13.trial_no_0.pth,4,16,256,dynamic-torch.float16,0.011580884456634521,25.40014493313031,0.740736348993501,0.029133319854736328,12623
55,1604340857-839151.16.0.4.0.arch_no_13.trial_no_0.pth,4,16,256,custom_quant,0.357571005821228,10.486977268171653,0.33758396447288147,0.036408185958862305,8799
56,1604340857-839151.16.0.4.0.arch_no_14.trial_no_0.pth,4,16,256,None,0.014187219552695751,24.504345664930355,0.7104343778633493,0.0222623348236084,8799
57,1604340857-839151.16.0.4.0.arch_no_14.trial_no_0.pth,4,16,256,dynamic-torch.qint8,0.024591706693172455,22.122606516781676,0.6229696154611644,0.03308749198913574,9487
58,1604340857-839151.16.0.4.0.arch_no_14.trial_no_0.pth,4,16,256,dynamic-torch.float16,0.014192327857017517,24.502785024264597,0.7103405430708872,0.028995990753173828,12623
59,1604340857-839151.16.0.4.0.arch_no_14.trial_no_0.pth,4,16,256,custom_quant,0.3674914836883545,10.368127202317536,0.3376381099627929,0.03260993957519531,8799
60,1604340857-839151.16.0.5.0.arch_no_15.trial_no_0.pth,5,16,256,None,0.009199889376759529,26.39086599059116,0.7582371418751425,0.026968002319335938,10471
61,1604340857-839151.16.0.5.0.arch_no_15.trial_no_0.pth,5,16,256,dynamic-torch.qint8,0.021050559356808662,22.791317626549514,0.6927401576540096,0.038564443588256836,11103
62,1604340857-839151.16.0.5.0.arch_no_15.trial_no_0.pth,5,16,256,dynamic-torch.float16,0.009212924167513847,26.3847255534959,0.7581587749855832,0.034575700759887695,14943
63,1604340857-839151.16.0.5.0.arch_no_15.trial_no_0.pth,5,16,256,custom_quant,0.39213424921035767,10.086252221041773,0.33874049362843417,0.04470515251159668,10471
64,1604340857-839151.16.0.5.0.arch_no_16.trial_no_0.pth,5,16,256,None,0.011674058623611927,25.351880143932668,0.7250877156535328,0.027430057525634766,10471
65,1604340857-839151.16.0.5.0.arch_no_16.trial_no_0.pth,5,16,256,dynamic-torch.qint8,0.03319942206144333,20.810773854068685,0.6383464122623947,0.03848862648010254,11103
66,1604340857-839151.16.0.5.0.arch_no_16.trial_no_0.pth,5,16,256,dynamic-torch.float16,0.011689716950058937,25.346128623128177,0.7251975478868027,0.03408384323120117,14943
67,1604340857-839151.16.0.5.0.arch_no_16.trial_no_0.pth,5,16,256,custom_quant,0.38440030813217163,10.172762605120123,0.3382511481709956,0.0389254093170166,10471
68,1604340857-839151.16.0.5.0.arch_no_17.trial_no_0.pth,5,16,256,None,0.008929761126637459,26.51710077287913,0.7639750001549261,0.026962757110595703,10471
69,1604340857-839151.16.0.5.0.arch_no_17.trial_no_0.pth,5,16,256,dynamic-torch.qint8,0.02519139274954796,22.01153472239759,0.6802150742972863,0.03793501853942871,11103
70,1604340857-839151.16.0.5.0.arch_no_17.trial_no_0.pth,5,16,256,dynamic-torch.float16,0.008961675688624382,26.501581173173207,0.7639474240192378,0.03397393226623535,14943
71,1604340857-839151.16.0.5.0.arch_no_17.trial_no_0.pth,5,16,256,custom_quant,0.3313142955303192,10.818197714620721,0.33876690792046477,0.04362630844116211,10471
72,1604340857-839151.16.0.5.0.arch_no_18.trial_no_0.pth,5,16,256,None,0.008082933723926544,26.94773070664818,0.7844024832746436,0.026891231536865234,10471
73,1604340857-839151.16.0.5.0.arch_no_18.trial_no_0.pth,5,16,256,dynamic-torch.qint8,0.021195918321609497,22.763330278911926,0.7058539511090804,0.03891563415527344,11103
74,1604340857-839151.16.0.5.0.arch_no_18.trial_no_0.pth,5,16,256,dynamic-torch.float16,0.008091439493000507,26.94318116953999,0.7843042761893901,0.034796714782714844,14943
75,1604340857-839151.16.0.5.0.arch_no_18.trial_no_0.pth,5,16,256,custom_quant,0.4362857937812805,9.622889105728147,0.3439701498049816,0.045919179916381836,10471
76,1604340857-839151.16.0.5.0.arch_no_19.trial_no_0.pth,5,16,256,None,0.010607101954519749,25.768090824463805,0.7487497675534909,0.026195049285888672,10471
77,1604340857-839151.16.0.5.0.arch_no_19.trial_no_0.pth,5,16,256,dynamic-torch.qint8,0.024826204404234886,22.07534764562216,0.6714676550324667,0.03893685340881348,11103
78,1604340857-839151.16.0.5.0.arch_no_19.trial_no_0.pth,5,16,256,dynamic-torch.float16,0.010627536103129387,25.75976477551192,0.748447694462289,0.03499150276184082,14943
79,1604340857-839151.16.0.5.0.arch_no_19.trial_no_0.pth,5,16,256,custom_quant,0.363116055727005,10.4201454657768,0.3375851993826327,0.03936314582824707,10471
80,1604340857-839151.16.0.6.0.arch_no_20.trial_no_0.pth,6,16,256,None,0.007156550884246826,27.474816668231092,0.801524494352395,0.031130313873291016,12207
81,1604340857-839151.16.0.6.0.arch_no_20.trial_no_0.pth,6,16,256,dynamic-torch.qint8,0.02623853273689747,21.832090333335202,0.7107873484892071,0.044588327407836914,12847
82,1604340857-839151.16.0.6.0.arch_no_20.trial_no_0.pth,6,16,256,dynamic-torch.float16,0.007176741026341915,27.462567448786434,0.801510489943178,0.039223432540893555,17391
83,1604340857-839151.16.0.6.0.arch_no_20.trial_no_0.pth,6,16,256,custom_quant,0.33057406544685364,10.827912492900513,0.33883910709050913,0.05130314826965332,12207
84,1604340857-839151.16.0.6.0.arch_no_21.trial_no_0.pth,6,16,256,None,0.008341883309185505,26.817885505509604,0.7680065889744954,0.030355453491210938,12204
85,1604340857-839151.16.0.6.0.arch_no_21.trial_no_0.pth,6,16,256,dynamic-torch.qint8,0.023347124457359314,22.341471418724215,0.6825809880749839,0.04372811317443848,12841
86,1604340857-839151.16.0.6.0.arch_no_21.trial_no_0.pth,6,16,256,dynamic-torch.float16,0.008347587659955025,26.815023632572892,0.7679609788493086,0.04068398475646973,17387
87,1604340857-839151.16.0.6.0.arch_no_21.trial_no_0.pth,6,16,256,custom_quant,0.343411386013031,10.662453263048533,0.3379451082175127,0.047078609466552734,12206
88,1604340857-839151.16.0.6.0.arch_no_22.trial_no_0.pth,6,16,256,None,0.007221519947052002,27.437765587300888,0.7977346480937839,0.03135824203491211,12202
89,1604340857-839151.16.0.6.0.arch_no_22.trial_no_0.pth,6,16,256,dynamic-torch.qint8,0.02140152081847191,22.718389410843358,0.7141097530052966,0.045603275299072266,12838
90,1604340857-839151.16.0.6.0.arch_no_22.trial_no_0.pth,6,16,256,dynamic-torch.float16,0.007239566184580326,27.42693829248937,0.7977002007568286,0.04077553749084473,17386
91,1604340857-839151.16.0.6.0.arch_no_22.trial_no_0.pth,6,16,256,custom_quant,0.33160436153411865,10.814397526119988,0.3387408377179787,0.053659915924072266,12204
92,1604340857-839151.16.0.6.0.arch_no_23.trial_no_0.pth,6,16,256,None,0.006235488690435886,28.076738429246298,0.8200711313548319,0.03562736511230469,12200
93,1604340857-839151.16.0.6.0.arch_no_23.trial_no_0.pth,6,16,256,dynamic-torch.qint8,0.019399363547563553,23.144964733549095,0.7403758863609392,0.04591631889343262,12834
94,1604340857-839151.16.0.6.0.arch_no_23.trial_no_0.pth,6,16,256,dynamic-torch.float16,0.006244046613574028,28.070657548041282,0.8199743230305463,0.04150557518005371,17382
95,1604340857-839151.16.0.6.0.arch_no_23.trial_no_0.pth,6,16,256,custom_quant,0.32062721252441406,10.960596392410995,0.34022035008316254,0.052471160888671875,12202
96,1604340857-839151.16.0.6.0.arch_no_24.trial_no_0.pth,6,16,256,None,0.008764585480093956,26.597392673231568,0.7517059467324285,0.031166791915893555,12198
97,1604340857-839151.16.0.6.0.arch_no_24.trial_no_0.pth,6,16,256,dynamic-torch.qint8,0.022554747760295868,22.49009345995054,0.6783569504300919,0.04563546180725098,12830
98,1604340857-839151.16.0.6.0.arch_no_24.trial_no_0.pth,6,16,256,dynamic-torch.float16,0.008783414959907532,26.588061917398996,0.7516732886103513,0.04033470153808594,17315
99,1604340857-839151.16.0.6.0.arch_no_24.trial_no_0.pth,6,16,256,custom_quant,0.3379824459552765,10.731658693201197,0.3382439644775337,0.048278093338012695,12198
100,1604340857-839151.16.0.7.0.arch_no_25.trial_no_0.pth,7,16,256,None,0.005987285636365414,28.24999702667943,0.8143923810130063,0.03676748275756836,13865
101,1604340857-839151.16.0.7.0.arch_no_25.trial_no_0.pth,7,16,256,dynamic-torch.qint8,0.027276428416371346,21.664911034600863,0.7107749950602325,0.05043649673461914,14505
102,1604340857-839151.16.0.7.0.arch_no_25.trial_no_0.pth,7,16,256,dynamic-torch.float16,0.006017393432557583,28.228203303371288,0.814248798032071,0.04532003402709961,19822
103,1604340857-839151.16.0.7.0.arch_no_25.trial_no_0.pth,7,16,256,custom_quant,0.35505014657974243,10.517702977592569,0.33760863545117353,0.05760550498962402,13868
104,1604340857-839151.16.0.7.0.arch_no_26.trial_no_0.pth,7,16,256,None,0.007554117124527693,27.23969857807687,0.7929183962919477,0.03752708435058594,13864
105,1604340857-839151.16.0.7.0.arch_no_26.trial_no_0.pth,7,16,256,dynamic-torch.qint8,0.026799248531460762,21.741042286284234,0.6969773478522717,0.05690956115722656,14498
106,1604340857-839151.16.0.7.0.arch_no_26.trial_no_0.pth,7,16,256,dynamic-torch.float16,0.00755977863445878,27.236434836821232,0.7929289701696409,0.04656815528869629,19814
107,1604340857-839151.16.0.7.0.arch_no_26.trial_no_0.pth,7,16,256,custom_quant,0.34084203839302063,10.6950685445996,0.3380739289057056,0.062267303466796875,13863
108,1604340857-839151.16.0.7.0.arch_no_27.trial_no_0.pth,7,16,256,None,0.00669607799500227,27.76352693419284,0.8061444652019025,0.03585410118103027,13863
109,1604340857-839151.16.0.7.0.arch_no_27.trial_no_0.pth,7,16,256,dynamic-torch.qint8,0.02158202975988388,22.679809322451653,0.7130674267295039,0.052135467529296875,14496
110,1604340857-839151.16.0.7.0.arch_no_27.trial_no_0.pth,7,16,256,dynamic-torch.float16,0.006716421339660883,27.7503284315,0.8059268554080613,0.045601606369018555,19809
111,1604340857-839151.16.0.7.0.arch_no_27.trial_no_0.pth,7,16,256,custom_quant,0.36671656370162964,10.377294616341533,0.33762547574840795,0.05886960029602051,13863
112,1604340857-839151.16.0.7.0.arch_no_28.trial_no_0.pth,7,16,256,None,0.005151509772986174,28.901790203406147,0.8346850744843589,0.03635454177856445,13862
113,1604340857-839151.16.0.7.0.arch_no_28.trial_no_0.pth,7,16,256,dynamic-torch.qint8,0.02213541977107525,22.570236776927388,0.7384666976973444,0.05185437202453613,14493
114,1604340857-839151.16.0.7.0.arch_no_28.trial_no_0.pth,7,16,256,dynamic-torch.float16,0.005157461389899254,28.89684967782788,0.8346313853619252,0.047306060791015625,19807
115,1604340857-839151.16.0.7.0.arch_no_28.trial_no_0.pth,7,16,256,custom_quant,0.3431619107723236,10.665609131394245,0.33795667176518596,0.06515336036682129,13862
116,1604340857-839151.16.0.7.0.arch_no_29.trial_no_0.pth,7,16,256,None,0.006870673969388008,27.65417138076242,0.8045184756785342,0.036063194274902344,13861
117,1604340857-839151.16.0.7.0.arch_no_29.trial_no_0.pth,7,16,256,dynamic-torch.qint8,0.02415933459997177,22.192533786884475,0.711570349274274,0.05686593055725098,14491
118,1604340857-839151.16.0.7.0.arch_no_29.trial_no_0.pth,7,16,256,dynamic-torch.float16,0.006887143012136221,27.643838972685224,0.8042620259285554,0.04674887657165527,19803
119,1604340857-839151.16.0.7.0.arch_no_29.trial_no_0.pth,7,16,256,custom_quant,0.37495487928390503,10.280809442085523,0.3378300974609799,0.05315089225769043,13861
120,1604340857-839151.16.0.8.0.arch_no_30.trial_no_0.pth,8,16,256,None,0.005014578811824322,29.01950955807363,0.8414725471938824,0.040279388427734375,15531
121,1604340857-839151.16.0.8.0.arch_no_30.trial_no_0.pth,8,16,256,dynamic-torch.qint8,0.0201954897493124,22.96840706943497,0.7545538394583721,0.05778932571411133,16167
122,1604340857-839151.16.0.8.0.arch_no_30.trial_no_0.pth,8,16,256,dynamic-torch.float16,0.00503420690074563,29.00254627891733,0.8412495725600867,0.0510406494140625,22247
123,1604340857-839151.16.0.8.0.arch_no_30.trial_no_0.pth,8,16,256,custom_quant,0.33141860365867615,10.816830934524651,0.3387581342723102,0.0658102035522461,15531
124,1604340857-839151.16.0.8.0.arch_no_31.trial_no_0.pth,8,16,256,None,0.006142530590295792,28.138098458956406,0.8088824700662552,0.03925156593322754,15531
125,1604340857-839151.16.0.8.0.arch_no_31.trial_no_0.pth,8,16,256,dynamic-torch.qint8,0.022458519786596298,22.508818487663188,0.7141222323517584,0.05747842788696289,16167
126,1604340857-839151.16.0.8.0.arch_no_31.trial_no_0.pth,8,16,256,dynamic-torch.float16,0.006145866587758064,28.135747820480752,0.8089620390123046,0.052774906158447266,22247
127,1604340857-839151.16.0.8.0.arch_no_31.trial_no_0.pth,8,16,256,custom_quant,0.3170331120491028,11.009554007611658,0.34128839761726776,0.06293225288391113,15531
128,1604340857-839151.16.0.8.0.arch_no_32.trial_no_0.pth,8,16,256,None,0.005240907892584801,28.82700828354349,0.8235306703511477,0.044622182846069336,15531
129,1604340857-839151.16.0.8.0.arch_no_32.trial_no_0.pth,8,16,256,dynamic-torch.qint8,0.019027389585971832,23.23034917731379,0.7388138044671893,0.059609174728393555,16167
130,1604340857-839151.16.0.8.0.arch_no_32.trial_no_0.pth,8,16,256,dynamic-torch.float16,0.00526012945920229,28.811091056827678,0.8235420034456852,0.051531076431274414,22247
131,1604340857-839151.16.0.8.0.arch_no_32.trial_no_0.pth,8,16,256,custom_quant,0.32928937673568726,10.844822461405299,0.3389700101197481,0.06696844100952148,15531
132,1604340857-839151.16.0.8.0.arch_no_33.trial_no_0.pth,8,16,256,None,0.004175760317593813,29.8140774109922,0.8633680954360089,0.04091763496398926,15531
133,1604340857-839151.16.0.8.0.arch_no_33.trial_no_0.pth,8,16,256,dynamic-torch.qint8,0.027367550879716873,21.648674760190826,0.7444610125693759,0.057767391204833984,16167
134,1604340857-839151.16.0.8.0.arch_no_33.trial_no_0.pth,8,16,256,dynamic-torch.float16,0.0041793230921030045,29.810412333768124,0.8633184269375135,0.052248239517211914,22247
135,1604340857-839151.16.0.8.0.arch_no_33.trial_no_0.pth,8,16,256,custom_quant,0.3484257459640503,10.59949743051148,0.3377530854894239,0.07096099853515625,15531
136,1604340857-839151.16.0.8.0.arch_no_34.trial_no_0.pth,8,16,256,None,0.006572379730641842,27.84438503140356,0.8009329190289765,0.04033470153808594,15531
137,1604340857-839151.16.0.8.0.arch_no_34.trial_no_0.pth,8,16,256,dynamic-torch.qint8,0.021903906017541885,22.615869479844456,0.7129564788627043,0.05771017074584961,16167
138,1604340857-839151.16.0.8.0.arch_no_34.trial_no_0.pth,8,16,256,dynamic-torch.float16,0.006587241776287556,27.834558365880874,0.8006850145041553,0.05098915100097656,22247
139,1604340857-839151.16.0.8.0.arch_no_34.trial_no_0.pth,8,16,256,custom_quant,0.32839760184288025,10.856600018264519,0.33906682666688565,0.07082962989807129,15531
140,1604340857-839151.16.0.9.0.arch_no_35.trial_no_0.pth,9,16,256,None,0.004701538942754269,29.301201240844847,0.8434310844031684,0.043298959732055664,17265
141,1604340857-839151.16.0.9.0.arch_no_35.trial_no_0.pth,9,16,256,dynamic-torch.qint8,0.027458999305963516,21.6370568077619,0.7180450998839624,0.06161379814147949,17843
142,1604340857-839151.16.0.9.0.arch_no_35.trial_no_0.pth,9,16,256,dynamic-torch.float16,0.004724469035863876,29.2800500325311,0.8434352937714197,0.05743145942687988,24691
143,1604340857-839151.16.0.9.0.arch_no_35.trial_no_0.pth,9,16,256,custom_quant,0.36651283502578735,10.379707869571057,0.3376223857962446,0.0744318962097168,17265
144,1604340857-839151.16.0.9.0.arch_no_36.trial_no_0.pth,9,16,256,None,0.006269688718020916,28.052185587837172,0.8057457826558162,0.04379582405090332,17265
145,1604340857-839151.16.0.9.0.arch_no_36.trial_no_0.pth,9,16,256,dynamic-torch.qint8,0.02181360498070717,22.634967670078044,0.712436838104395,0.06317853927612305,17843
146,1604340857-839151.16.0.9.0.arch_no_36.trial_no_0.pth,9,16,256,dynamic-torch.float16,0.006257390603423119,28.060745941228575,0.8057763331082269,0.055635690689086914,24691
147,1604340857-839151.16.0.9.0.arch_no_36.trial_no_0.pth,9,16,256,custom_quant,0.334102988243103,10.781796241772136,0.33852481297784487,0.07146143913269043,17265
148,1604340857-839151.16.0.9.0.arch_no_37.trial_no_0.pth,9,16,256,None,0.0051235174760222435,28.925382915975444,0.829812251134674,0.04520153999328613,17265
149,1604340857-839151.16.0.9.0.arch_no_37.trial_no_0.pth,9,16,256,dynamic-torch.qint8,0.021486936137080193,22.69926363598803,0.7361979568629647,0.06337571144104004,17843
150,1604340857-839151.16.0.9.0.arch_no_37.trial_no_0.pth,9,16,256,dynamic-torch.float16,0.005165250971913338,28.890146512600772,0.8295135207023712,0.060779571533203125,24691
151,1604340857-839151.16.0.9.0.arch_no_37.trial_no_0.pth,9,16,256,custom_quant,0.32514041662216187,10.899890570763944,0.33946969922634723,0.0769343376159668,17265
152,1604340857-839151.16.0.9.0.arch_no_38.trial_no_0.pth,9,16,256,None,0.00408194912597537,29.911970531224263,0.8596260219792066,0.04415106773376465,17265
153,1604340857-839151.16.0.9.0.arch_no_38.trial_no_0.pth,9,16,256,dynamic-torch.qint8,0.02173076756298542,22.649909474931704,0.7579837473346411,0.06430935859680176,17843
154,1604340857-839151.16.0.9.0.arch_no_38.trial_no_0.pth,9,16,256,dynamic-torch.float16,0.004091141279786825,29.902202405523248,0.8596428779404609,0.05560612678527832,24691
155,1604340857-839151.16.0.9.0.arch_no_38.trial_no_0.pth,9,16,256,custom_quant,0.3301670253276825,10.833262959024283,0.3388795385342703,0.07011795043945312,17265
156,1604340857-839151.16.0.9.0.arch_no_39.trial_no_0.pth,9,16,256,None,0.0056326319463551044,28.514308906113644,0.8137249264100649,0.04303884506225586,17265
157,1604340857-839151.16.0.9.0.arch_no_39.trial_no_0.pth,9,16,256,dynamic-torch.qint8,0.024892816320061684,22.060135339376906,0.7113895613068687,0.06289839744567871,17843
158,1604340857-839151.16.0.9.0.arch_no_39.trial_no_0.pth,9,16,256,dynamic-torch.float16,0.005636966787278652,28.510936979484413,0.813722162962324,0.054909706115722656,24691
