,date,init-from,size(byte),footprint(%),psnr,bpp,CR,mse,ssim,cmprss-class,cmprss-class-2
1603905451-45262,1603905451-45262,-,132484.0,100.0,53.87391655109913,16.17236328125,0.23965158056821956,1.5286683265003376e-05,0.998363532904724,Baseline:hf=90:hl=4,BASELINE
1603905451-45262,1603905451-45262,-,165244.0,100.0,55.1505701012746,20.17138671875,0.19214010796155986,1.3317616321728565e-05,0.9989358583569822,Baseline:hf=90:hl=5,BASELINE
1603905451-45262,1603905451-45262,-,165244.0,100.0,55.44349539294593,20.17138671875,0.19214010796155986,1.1942021956201643e-05,0.9988784093971381,Baseline:hf=90:hl=5,BASELINE
1603905451-45262,1603905451-45262,-,165244.0,100.0,58.71049885155256,20.17138671875,0.19214010796155986,5.377364686864894e-06,0.9990923789385739,Baseline:hf=90:hl=5,BASELINE
1603905451-45262,1603905451-45262,-,198004.0,100.0,52.847975362060424,24.17041015625,0.1603502959536171,2.3709953893558122e-05,0.9989668441560222,Baseline:hf=90:hl=6,BASELINE
1603905451-45262,1603905451-45262,-,198004.0,100.0,56.69642364243419,24.17041015625,0.1603502959536171,8.459746823064052e-06,0.9991589656346583,Baseline:hf=90:hl=6,BASELINE
1603905451-45262,1603905451-45262,-,198004.0,100.0,51.747279255186825,24.17041015625,0.1603502959536171,2.2311614884529263e-05,0.9987236109033422,Baseline:hf=90:hl=6,BASELINE
1603905451-45262,1603905451-45262,-,230764.0,100.0,60.906596302789985,28.16943359375,0.13758645195957775,3.34004539581656e-06,0.9996279072793999,Baseline:hf=90:hl=7,BASELINE
1603905451-45262,1603905451-45262,-,230764.0,100.0,57.72168797080162,28.16943359375,0.13758645195957775,6.7714172473642975e-06,0.9994220146731954,Baseline:hf=90:hl=7,BASELINE
1603905451-45262,1603905451-45262,-,230764.0,100.0,56.24893831555609,28.16943359375,0.13758645195957775,9.601008059689775e-06,0.9993855154847578,Baseline:hf=90:hl=7,BASELINE
1603905451-45262,1603905451-45262,-,263524.0,100.0,60.010224992071116,32.16845703125,0.12048238490611861,4.122322479815921e-06,0.9992623619123848,Baseline:hf=90:hl=8,BASELINE
1603905451-45262,1603905451-45262,-,263524.0,100.0,59.2888765075482,32.16845703125,0.12048238490611861,4.331774562160717e-06,0.9991934310650683,Baseline:hf=90:hl=8,BASELINE
1603905451-45262,1603905451-45262,-,263524.0,100.0,57.39897391606799,32.16845703125,0.12048238490611861,6.846911674074363e-06,0.9993172251138573,Baseline:hf=90:hl=8,BASELINE
1603905451-45262,1603905451-45262,-,296284.0,100.0,52.64162374807893,36.16748046875,0.1071606971689325,2.237843000330031e-05,0.9992251647450731,Baseline:hf=90:hl=9,BASELINE
1603905451-45262,1603905451-45262,-,296284.0,100.0,56.784674893804656,36.16748046875,0.1071606971689325,7.107102646841668e-06,0.9982523489434257,Baseline:hf=90:hl=9,BASELINE
1603905451-45262,1603905451-45262,-,296284.0,100.0,61.784156039802774,36.16748046875,0.1071606971689325,2.515312189643737e-06,0.9995840351090493,Baseline:hf=90:hl=9,BASELINE
1604097384-058852,1604097384-058852,-,10644.0,100.0,28.842887763196572,1.29931640625,2.9829011649755732,0.0052751051262021065,0.8122257535425341,Baseline:hf=35:hl=2,BASELINE
1604097384-058852,1604097384-058852,-,10644.0,100.0,28.633534389954466,1.29931640625,2.9829011649755732,0.005540985148400068,0.7994204229449557,Baseline:hf=35:hl=2,BASELINE
1604097384-058852,1604097384-058852,-,10644.0,100.0,28.687415931019164,1.29931640625,2.9829011649755732,0.005474640987813473,0.8013016724222356,Baseline:hf=35:hl=2,BASELINE
1604097384-058852,1604097384-058852,-,10644.0,100.0,28.59558911383131,1.29931640625,2.9829011649755732,0.005604530684649944,0.7958441659621254,Baseline:hf=35:hl=2,BASELINE
1604097384-058852,1604097384-058852,-,10644.0,100.0,28.617657295395325,1.29931640625,2.9829011649755732,0.005578990094363689,0.7968579837933119,Baseline:hf=35:hl=2,BASELINE
1604097384-058852,1604097384-058852,-,15684.0,100.0,31.99449666392338,1.91455078125,2.0243560316245857,0.002546196337789297,0.8758672627089962,Baseline:hf=35:hl=3,BASELINE
1604097384-058852,1604097384-058852,-,15684.0,100.0,32.414421519649224,1.91455078125,2.0243560316245857,0.002298169769346714,0.8860573152128254,Baseline:hf=35:hl=3,BASELINE
1604097384-058852,1604097384-058852,-,15684.0,100.0,32.089340701829165,1.91455078125,2.0243560316245857,0.0024922634474933147,0.8753827553543555,Baseline:hf=35:hl=3,BASELINE
1604097384-058852,1604097384-058852,-,15684.0,100.0,32.421204094968544,1.91455078125,2.0243560316245857,0.002304673660546541,0.8849988226573566,Baseline:hf=35:hl=3,BASELINE
1604097384-058852,1604097384-058852,-,15684.0,100.0,32.73991944297774,1.91455078125,2.0243560316245857,0.0021368013694882393,0.8886894009577945,Baseline:hf=35:hl=3,BASELINE
1604097384-058852,1604097384-058852,-,20724.0,100.0,34.629095362170446,2.52978515625,1.5320401466898281,0.0013841234613209963,0.9183958478824347,Baseline:hf=35:hl=4,BASELINE
1604097384-058852,1604097384-058852,-,20724.0,100.0,35.75923309870864,2.52978515625,1.5320401466898281,0.0010678402613848448,0.938220876632927,Baseline:hf=35:hl=4,BASELINE
1604097384-058852,1604097384-058852,-,20724.0,100.0,35.27679414019504,2.52978515625,1.5320401466898281,0.0011893387418240309,0.9313888210275664,Baseline:hf=35:hl=4,BASELINE
1604097384-058852,1604097384-058852,-,20724.0,100.0,35.56829680410027,2.52978515625,1.5320401466898281,0.0011113759828731418,0.9336501550125557,Baseline:hf=35:hl=4,BASELINE
1604097384-058852,1604097384-058852,-,20724.0,100.0,35.56133885672344,2.52978515625,1.5320401466898281,0.0010960258077830076,0.9365703385362182,Baseline:hf=35:hl=4,BASELINE
1604097384-058852,1604097384-058852,-,25764.0,100.0,37.03180353943864,3.14501953125,1.2323396988045334,0.0008301228517666459,0.9595059272957492,Baseline:hf=35:hl=5,BASELINE
1604097384-058852,1604097384-058852,-,25764.0,100.0,37.62491068093693,3.14501953125,1.2323396988045334,0.0006906708586029708,0.9547189272357645,Baseline:hf=35:hl=5,BASELINE
1604097384-058852,1604097384-058852,-,25764.0,100.0,38.29535812264404,3.14501953125,1.2323396988045334,0.000594064244069159,0.9620387042985749,Baseline:hf=35:hl=5,BASELINE
1604097384-058852,1604097384-058852,-,25764.0,100.0,37.52295005937951,3.14501953125,1.2323396988045334,0.0007011924171820283,0.9559338325825465,Baseline:hf=35:hl=5,BASELINE
1604097384-058852,1604097384-058852,-,25764.0,100.0,37.46381991229256,3.14501953125,1.2323396988045334,0.0007209075265564024,0.9567020479031043,Baseline:hf=35:hl=5,BASELINE
1604097384-058852,1604097384-058852,-,30804.0,100.0,39.494933405794946,3.76025390625,1.0307102973639788,0.0004542531387414783,0.9677278436450879,Baseline:hf=35:hl=6,BASELINE
1604097384-058852,1604097384-058852,-,30804.0,100.0,39.2979189910475,3.76025390625,1.0307102973639788,0.000479284324683249,0.9670307929923516,Baseline:hf=35:hl=6,BASELINE
1604097384-058852,1604097384-058852,-,30804.0,100.0,38.53851022956344,3.76025390625,1.0307102973639788,0.0006321837427094579,0.9689541423841267,Baseline:hf=35:hl=6,BASELINE
1604097384-058852,1604097384-058852,-,30804.0,100.0,37.55946034585484,3.76025390625,1.0307102973639788,0.0006045598420314491,0.9629185827208585,Baseline:hf=35:hl=6,BASELINE
1604097384-058852,1604097384-058852,-,30804.0,100.0,39.536836077366054,3.76025390625,1.0307102973639788,0.00044469564454630017,0.9669833742963106,Baseline:hf=35:hl=6,BASELINE
1604097384-058852,1604097384-058852,-,35844.0,100.0,39.814243809847454,4.37548828125,0.8857828367369713,0.00042825820855796337,0.9737878196895832,Baseline:hf=35:hl=7,BASELINE
1604097384-058852,1604097384-058852,-,35844.0,100.0,37.98848751654581,4.37548828125,0.8857828367369713,0.0005808195564895868,0.9703003769282489,Baseline:hf=35:hl=7,BASELINE
1604097384-058852,1604097384-058852,-,35844.0,100.0,40.65371507249119,4.37548828125,0.8857828367369713,0.0003446052724029869,0.9747059582124679,Baseline:hf=35:hl=7,BASELINE
1604097384-058852,1604097384-058852,-,35844.0,100.0,40.67988016753133,4.37548828125,0.8857828367369713,0.00034207181306555867,0.9741848646202469,Baseline:hf=35:hl=7,BASELINE
1604097384-058852,1604097384-058852,-,35844.0,100.0,39.983001224600955,4.37548828125,0.8857828367369713,0.00039562664460390806,0.9703086985260256,Baseline:hf=35:hl=7,BASELINE
1604097384-058852,1604097384-058852,-,40884.0,100.0,41.83038002669561,4.99072265625,0.7765874180608551,0.00025940226623788476,0.978747351896044,Baseline:hf=35:hl=8,BASELINE
1604097384-058852,1604097384-058852,-,40884.0,100.0,41.767647368156005,4.99072265625,0.7765874180608551,0.0002674934221431613,0.9784427064625866,Baseline:hf=35:hl=8,BASELINE
1604097384-058852,1604097384-058852,-,40884.0,100.0,42.20748688794498,4.99072265625,0.7765874180608551,0.00025062632630579174,0.9807471831665461,Baseline:hf=35:hl=8,BASELINE
1604097384-058852,1604097384-058852,-,40884.0,100.0,40.941074050611036,4.99072265625,0.7765874180608551,0.0003112430276814848,0.9778473833549057,Baseline:hf=35:hl=8,BASELINE
1604097384-058852,1604097384-058852,-,40884.0,100.0,41.167837032228796,4.99072265625,0.7765874180608551,0.00031155571923591197,0.9755901715033616,Baseline:hf=35:hl=8,BASELINE
1604097384-058852,1604097384-058852,-,45924.0,100.0,42.668854810329854,5.60595703125,0.6913596376622245,0.00021171849220991135,0.9811057693304107,Baseline:hf=35:hl=9,BASELINE
1604097384-058852,1604097384-058852,-,45924.0,100.0,41.917498222192286,5.60595703125,0.6913596376622245,0.0002596703707240522,0.9792253514237961,Baseline:hf=35:hl=9,BASELINE
1604097384-058852,1604097384-058852,-,45924.0,100.0,41.25327480545942,5.60595703125,0.6913596376622245,0.00025671295588836074,0.9819304920274314,Baseline:hf=35:hl=9,BASELINE
1604097384-058852,1604097384-058852,-,45924.0,100.0,41.82780336211028,5.60595703125,0.6913596376622245,0.0002708392858039588,0.980745231851936,Baseline:hf=35:hl=9,BASELINE
1604097384-058852,1604097384-058852,-,45924.0,100.0,42.44775150790115,5.60595703125,0.6913596376622245,0.0002258950989926234,0.9806390469903714,Baseline:hf=35:hl=9,BASELINE
1604282134-409324,1604282134-409324,-,5604.0,100.0,25.222762297707888,0.68408203125,5.665596002855104,0.012147130444645882,0.7088032364854298,Baseline:hf=25:hl=2,BASELINE
1604282134-409324,1604282134-409324,-,5604.0,100.0,24.284287524440963,0.68408203125,5.665596002855104,0.015153693035244942,0.66344923294795,Baseline:hf=25:hl=2,BASELINE
1604282134-409324,1604282134-409324,-,5604.0,100.0,24.97450469329523,0.68408203125,5.665596002855104,0.012943855486810207,0.7016034561026439,Baseline:hf=25:hl=2,BASELINE
1604282134-409324,1604282134-409324,-,5604.0,100.0,24.795369363842067,0.68408203125,5.665596002855104,0.013476845808327198,0.6825670186448353,Baseline:hf=25:hl=2,BASELINE
1604282134-409324,1604282134-409324,-,5604.0,100.0,24.43162525878092,0.68408203125,5.665596002855104,0.014659778214991093,0.6704509618372038,Baseline:hf=25:hl=2,BASELINE
1604282134-409324,1604282134-409324,-,8204.0,100.0,28.583569143703116,1.00146484375,3.870063383715261,0.005571502260863781,0.8068985804816179,Baseline:hf=25:hl=3,BASELINE
1604282134-409324,1604282134-409324,-,8204.0,100.0,28.055760865944702,1.00146484375,3.870063383715261,0.006285171024501324,0.7883467576955971,Baseline:hf=25:hl=3,BASELINE
1604282134-409324,1604282134-409324,-,8204.0,100.0,29.26329402683475,1.00146484375,3.870063383715261,0.004750447813421488,0.8389676912955788,Baseline:hf=25:hl=3,BASELINE
1604282134-409324,1604282134-409324,-,8204.0,100.0,28.59744619626134,1.00146484375,3.870063383715261,0.005542004946619272,0.8192139944013552,Baseline:hf=25:hl=3,BASELINE
1604282134-409324,1604282134-409324,-,8204.0,100.0,28.197251261892568,1.00146484375,3.870063383715261,0.006103787571191788,0.7992734310611936,Baseline:hf=25:hl=3,BASELINE
1604282134-409324,1604282134-409324,-,10804.0,100.0,30.259501236896828,1.31884765625,2.938726397630507,0.003784803207963705,0.8465445936233674,Baseline:hf=25:hl=4,BASELINE
1604282134-409324,1604282134-409324,-,10804.0,100.0,30.706038834770744,1.31884765625,2.938726397630507,0.0034013879485428333,0.8611528707597971,Baseline:hf=25:hl=4,BASELINE
1604282134-409324,1604282134-409324,-,10804.0,100.0,30.652510536360722,1.31884765625,2.938726397630507,0.0034525650553405285,0.8580306835165479,Baseline:hf=25:hl=4,BASELINE
1604282134-409324,1604282134-409324,-,10804.0,100.0,30.578259438602675,1.31884765625,2.938726397630507,0.00351029634475708,0.8561267550452965,Baseline:hf=25:hl=4,BASELINE
1604282134-409324,1604282134-409324,-,10804.0,100.0,30.664157940391025,1.31884765625,2.938726397630507,0.003440206404775381,0.8547575132463444,Baseline:hf=25:hl=4,BASELINE
1604282134-409324,1604282134-409324,-,13404.0,100.0,32.93247400229127,1.63623046875,2.368695911668159,0.0020656250417232513,0.9058848952934434,Baseline:hf=25:hl=5,BASELINE
1604282134-409324,1604282134-409324,-,13404.0,100.0,32.40110257840697,1.63623046875,2.368695911668159,0.0023038110230118036,0.8956962023121446,Baseline:hf=25:hl=5,BASELINE
1604282134-409324,1604282134-409324,-,13404.0,100.0,33.05814523148722,1.63623046875,2.368695911668159,0.0019635031931102276,0.9077704928951718,Baseline:hf=25:hl=5,BASELINE
1604282134-409324,1604282134-409324,-,13404.0,100.0,32.41154136678463,1.63623046875,2.368695911668159,0.002301024505868554,0.8881943823700608,Baseline:hf=25:hl=5,BASELINE
1604282134-409324,1604282134-409324,-,13404.0,100.0,33.0340630512029,1.63623046875,2.368695911668159,0.00200109020806849,0.9077849589672157,Baseline:hf=25:hl=5,BASELINE
1604282134-409324,1604282134-409324,-,16004.0,100.0,34.476150398493964,1.95361328125,1.9838790302424394,0.0014447018038481474,0.9271189788869256,Baseline:hf=25:hl=6,BASELINE
1604282134-409324,1604282134-409324,-,16004.0,100.0,33.477992851023856,1.95361328125,1.9838790302424394,0.0018039895221590996,0.9116475067600895,Baseline:hf=25:hl=6,BASELINE
1604282134-409324,1604282134-409324,-,16004.0,100.0,33.69940670074003,1.95361328125,1.9838790302424394,0.0016954531893134117,0.9175207210678177,Baseline:hf=25:hl=6,BASELINE
1604282134-409324,1604282134-409324,-,16004.0,100.0,33.5213680569594,1.95361328125,1.9838790302424394,0.0017809729324653745,0.9098119584469216,Baseline:hf=25:hl=6,BASELINE
1604282134-409324,1604282134-409324,-,16004.0,100.0,34.023673718350445,1.95361328125,1.9838790302424394,0.0015599231701344252,0.919790780566414,Baseline:hf=25:hl=6,BASELINE
1604282134-409324,1604282134-409324,-,18604.0,100.0,35.17276328623714,2.27099609375,1.7066222317781123,0.0012103361077606678,0.9319784791997313,Baseline:hf=25:hl=7,BASELINE
1604282134-409324,1604282134-409324,-,18604.0,100.0,34.490730984815,2.27099609375,1.7066222317781123,0.0014098933897912502,0.9269830441505142,Baseline:hf=25:hl=7,BASELINE
1604282134-409324,1604282134-409324,-,18604.0,100.0,34.9507915186791,2.27099609375,1.7066222317781123,0.0012956999707967043,0.9302065469392633,Baseline:hf=25:hl=7,BASELINE
1604282134-409324,1604282134-409324,-,18604.0,100.0,34.50477389375895,2.27099609375,1.7066222317781123,0.0014131952775642276,0.9207348841562497,Baseline:hf=25:hl=7,BASELINE
1604282134-409324,1604282134-409324,-,18604.0,100.0,34.94602451610872,2.27099609375,1.7066222317781123,0.0013118225615471601,0.9318525107914032,Baseline:hf=25:hl=7,BASELINE
1604282134-409324,1604282134-409324,-,21204.0,100.0,35.692645246588796,2.58837890625,1.4973589888700245,0.00107193598523736,0.9411375550549602,Baseline:hf=25:hl=8,BASELINE
1604282134-409324,1604282134-409324,-,21204.0,100.0,36.03498749107195,2.58837890625,1.4973589888700245,0.0010058435145765543,0.9440797291148915,Baseline:hf=25:hl=8,BASELINE
1604282134-409324,1604282134-409324,-,21204.0,100.0,36.32925462705821,2.58837890625,1.4973589888700245,0.0009368589380756021,0.9439182779678572,Baseline:hf=25:hl=8,BASELINE
1604282134-409324,1604282134-409324,-,21204.0,100.0,35.74648746622516,2.58837890625,1.4973589888700245,0.0010649038013070822,0.937854900819512,Baseline:hf=25:hl=8,BASELINE
1604282134-409324,1604282134-409324,-,21204.0,100.0,35.54966039445384,2.58837890625,1.4973589888700245,0.0011125562014058232,0.9375661608298875,Baseline:hf=25:hl=8,BASELINE
1604282134-409324,1604282134-409324,-,23804.0,100.0,36.59702243224254,2.90576171875,1.3338094437909596,0.0008792346343398094,0.9474319169205359,Baseline:hf=25:hl=9,BASELINE
1604282134-409324,1604282134-409324,-,23804.0,100.0,36.8331630831248,2.90576171875,1.3338094437909596,0.0008346583927050233,0.9507954707500627,Baseline:hf=25:hl=9,BASELINE
1604282134-409324,1604282134-409324,-,23804.0,100.0,36.06136363778771,2.90576171875,1.3338094437909596,0.0010452819988131523,0.9482990892638828,Baseline:hf=25:hl=9,BASELINE
1604282134-409324,1604282134-409324,-,23804.0,100.0,36.48088602867602,2.90576171875,1.3338094437909596,0.0008971584029495716,0.9441416187627293,Baseline:hf=25:hl=9,BASELINE
1604282134-409324,1604282134-409324,-,23804.0,100.0,35.73232440551187,2.90576171875,1.3338094437909596,0.0009886632906273007,0.9469168326790278,Baseline:hf=25:hl=9,BASELINE
1604414366-573355,1604414366-573355,-,708.0,100.0,17.61947930198491,0.08642578125,44.844632768361585,0.06933248043060303,0.48891485258111395,Baseline:hf=8:hl=2,BASELINE
1604414366-573355,1604414366-573355,-,708.0,100.0,17.324123144194758,0.08642578125,44.844632768361585,0.07482198625802994,0.40226619623882764,Baseline:hf=8:hl=2,BASELINE
1604414366-573355,1604414366-573355,-,708.0,100.0,16.20136247706616,0.08642578125,44.844632768361585,0.09724751114845276,0.4023347065362366,Baseline:hf=8:hl=2,BASELINE
1604414366-573355,1604414366-573355,-,708.0,100.0,17.849573670867166,0.08642578125,44.844632768361585,0.06612326949834824,0.4976394410613317,Baseline:hf=8:hl=2,BASELINE
1604414366-573355,1604414366-573355,-,708.0,100.0,18.51676268172914,0.08642578125,44.844632768361585,0.056888580322265625,0.49826369522867375,Baseline:hf=8:hl=2,BASELINE
1604414366-573355,1604414366-573355,-,996.0,100.0,17.78239626639721,0.12158203125,31.877510040160644,0.06667722761631012,0.4681183908454545,Baseline:hf=8:hl=3,BASELINE
1604414366-573355,1604414366-573355,-,996.0,100.0,17.61758383929451,0.12158203125,31.877510040160644,0.06926180422306061,0.4646060606182378,Baseline:hf=8:hl=3,BASELINE
1604414366-573355,1604414366-573355,-,996.0,100.0,17.883842733533765,0.12158203125,31.877510040160644,0.06515897810459137,0.5383000912044559,Baseline:hf=8:hl=3,BASELINE
1604414366-573355,1604414366-573355,-,996.0,100.0,18.752510242223646,0.12158203125,31.877510040160644,0.05361086502671242,0.5304774587735444,Baseline:hf=8:hl=3,BASELINE
1604414366-573355,1604414366-573355,-,996.0,100.0,19.620143018796224,0.12158203125,31.877510040160644,0.04383635148406029,0.5578719328882988,Baseline:hf=8:hl=3,BASELINE
1604414366-573355,1604414366-573355,-,1284.0,100.0,18.155625296985125,0.15673828125,24.727414330218068,0.06123264878988266,0.47220807934989345,Baseline:hf=8:hl=4,BASELINE
1604414366-573355,1604414366-573355,-,1284.0,100.0,18.41320956795022,0.15673828125,24.727414330218068,0.05785011872649193,0.46762524688158347,Baseline:hf=8:hl=4,BASELINE
1604414366-573355,1604414366-573355,-,1284.0,100.0,17.57594916534884,0.15673828125,24.727414330218068,0.07016146928071976,0.4787109482767353,Baseline:hf=8:hl=4,BASELINE
1604414366-573355,1604414366-573355,-,1284.0,100.0,19.429978847512366,0.15673828125,24.727414330218068,0.045710332691669464,0.5673954278058153,Baseline:hf=8:hl=4,BASELINE
1604414366-573355,1604414366-573355,-,1284.0,100.0,20.477689436945035,0.15673828125,24.727414330218068,0.03588280454277992,0.6094765151923268,Baseline:hf=8:hl=4,BASELINE
1604414366-573355,1604414366-573355,-,1572.0,100.0,19.30391706681655,0.19189453125,20.197201017811704,0.04697168618440628,0.5615071730224788,Baseline:hf=8:hl=5,BASELINE
1604414366-573355,1604414366-573355,-,1572.0,100.0,19.005679834003605,0.19189453125,20.197201017811704,0.05032460391521454,0.4963650992571127,Baseline:hf=8:hl=5,BASELINE
1604414366-573355,1604414366-573355,-,1572.0,100.0,17.76366981900653,0.19189453125,20.197201017811704,0.06704063713550568,0.5019130069138997,Baseline:hf=8:hl=5,BASELINE
1604414366-573355,1604414366-573355,-,1572.0,100.0,20.073670261872635,0.19189453125,20.197201017811704,0.03939700126647949,0.6126169709803861,Baseline:hf=8:hl=5,BASELINE
1604414366-573355,1604414366-573355,-,1572.0,100.0,20.447194776186173,0.19189453125,20.197201017811704,0.03619348630309105,0.6034738136681483,Baseline:hf=8:hl=5,BASELINE
1604414366-573355,1604414366-573355,-,1860.0,100.0,19.432189249223722,0.22705078125,17.06989247311828,0.04560041427612305,0.562193578490253,Baseline:hf=8:hl=6,BASELINE
1604414366-573355,1604414366-573355,-,1860.0,100.0,18.35509909505494,0.22705078125,17.06989247311828,0.058418549597263336,0.48255440344892286,Baseline:hf=8:hl=6,BASELINE
1604414366-573355,1604414366-573355,-,1860.0,100.0,17.6670745540071,0.22705078125,17.06989247311828,0.06846354156732559,0.4869239297133198,Baseline:hf=8:hl=6,BASELINE
1604414366-573355,1604414366-573355,-,1860.0,100.0,19.22655195453711,0.22705078125,17.06989247311828,0.047812044620513916,0.5595759661616545,Baseline:hf=8:hl=6,BASELINE
1604414366-573355,1604414366-573355,-,1860.0,100.0,21.196070860916343,0.22705078125,17.06989247311828,0.03039252758026123,0.6232236286404528,Baseline:hf=8:hl=6,BASELINE
1604414366-573355,1604414366-573355,-,2148.0,100.0,18.126656873041817,0.26220703125,14.78119180633147,0.06157001480460167,0.4740600775615737,Baseline:hf=8:hl=7,BASELINE
1604414366-573355,1604414366-573355,-,2148.0,100.0,18.864465988095958,0.26220703125,14.78119180633147,0.05193471908569336,0.5116866624743452,Baseline:hf=8:hl=7,BASELINE
1604414366-573355,1604414366-573355,-,2148.0,100.0,17.65872670231318,0.26220703125,14.78119180633147,0.06860383599996567,0.4922358830583874,Baseline:hf=8:hl=7,BASELINE
1604414366-573355,1604414366-573355,-,2148.0,100.0,20.392644461309395,0.26220703125,14.78119180633147,0.03655443340539932,0.6273947837279064,Baseline:hf=8:hl=7,BASELINE
1604414366-573355,1604414366-573355,-,2148.0,100.0,22.30594633018347,0.26220703125,14.78119180633147,0.02354862168431282,0.7053725207450651,Baseline:hf=8:hl=7,BASELINE
1604414366-573355,1604414366-573355,-,2436.0,100.0,18.566329860259106,0.29736328125,13.033661740558292,0.05566981062293053,0.5021477497946845,Baseline:hf=8:hl=8,BASELINE
1604414366-573355,1604414366-573355,-,2436.0,100.0,17.849214821919027,0.29736328125,13.033661740558292,0.06564340740442276,0.4242016173316859,Baseline:hf=8:hl=8,BASELINE
1604414366-573355,1604414366-573355,-,2436.0,100.0,18.859536225249126,0.29736328125,13.033661740558292,0.05204171687364578,0.5267685649771716,Baseline:hf=8:hl=8,BASELINE
1604414366-573355,1604414366-573355,-,2436.0,100.0,21.27732268280708,0.29736328125,13.033661740558292,0.029835611581802368,0.6431944762489739,Baseline:hf=8:hl=8,BASELINE
1604414366-573355,1604414366-573355,-,2436.0,100.0,21.933203757417665,0.29736328125,13.033661740558292,0.02563963457942009,0.671180344869299,Baseline:hf=8:hl=8,BASELINE
1604414366-573355,1604414366-573355,-,2724.0,100.0,17.93413301215859,0.33251953125,11.655653450807636,0.06448279321193695,0.45912045999150547,Baseline:hf=8:hl=9,BASELINE
1604414366-573355,1604414366-573355,-,2724.0,100.0,19.37610395972427,0.33251953125,11.655653450807636,0.046160660684108734,0.5218675497646811,Baseline:hf=8:hl=9,BASELINE
1604414366-573355,1604414366-573355,-,2724.0,100.0,17.201996420213863,0.33251953125,11.655653450807636,0.07612241059541702,0.45465696335657735,Baseline:hf=8:hl=9,BASELINE
1604414366-573355,1604414366-573355,-,2724.0,100.0,21.03616466178107,0.33251953125,11.655653450807636,0.031567540019750595,0.6490884708919759,Baseline:hf=8:hl=9,BASELINE
1604414366-573355,1604414366-573355,-,2724.0,100.0,22.431350539089976,0.33251953125,11.655653450807636,0.02286013960838318,0.6938133348885884,Baseline:hf=8:hl=9,BASELINE
1604594787-201566,1604594787-201566,-,8964.0,100.0,27.211294229824365,1.09423828125,3.541945560017849,0.007749371696263552,0.7621302905709967,Baseline:hf=32:hl=2,BASELINE
1604594787-201566,1604594787-201566,-,8964.0,100.0,27.521461866324266,1.09423828125,3.541945560017849,0.00718076154589653,0.7626222523455277,Baseline:hf=32:hl=2,BASELINE
1604594787-201566,1604594787-201566,-,8964.0,100.0,27.97370049347706,1.09423828125,3.541945560017849,0.0064833746291697025,0.7890093143636359,Baseline:hf=32:hl=2,BASELINE
1604594787-201566,1604594787-201566,-,8964.0,100.0,27.55513125049547,1.09423828125,3.541945560017849,0.00712293665856123,0.7612897906565945,Baseline:hf=32:hl=2,BASELINE
1604594787-201566,1604594787-201566,-,8964.0,100.0,27.07000273177357,1.09423828125,3.541945560017849,0.007986832410097122,0.7436971446460852,Baseline:hf=32:hl=2,BASELINE
1604594787-201566,1604594787-201566,-,13188.0,100.0,31.440541137664795,1.60986328125,2.4074916590840156,0.00288053834810853,0.8701014308659571,Baseline:hf=32:hl=3,BASELINE
1604594787-201566,1604594787-201566,-,13188.0,100.0,30.86586055027788,1.60986328125,2.4074916590840156,0.003296002047136426,0.8480745495873793,Baseline:hf=32:hl=3,BASELINE
1604594787-201566,1604594787-201566,-,13188.0,100.0,31.427540743553998,1.60986328125,2.4074916590840156,0.002897458616644144,0.873329713940686,Baseline:hf=32:hl=3,BASELINE
1604594787-201566,1604594787-201566,-,13188.0,100.0,31.106655543841846,1.60986328125,2.4074916590840156,0.003126447321847081,0.8571907499150058,Baseline:hf=32:hl=3,BASELINE
1604594787-201566,1604594787-201566,-,13188.0,100.0,31.00417699442412,1.60986328125,2.4074916590840156,0.0031876813154667616,0.8573346021770272,Baseline:hf=32:hl=3,BASELINE
1604594787-201566,1604594787-201566,-,17412.0,100.0,34.592323523660895,2.12548828125,1.8234550884447507,0.0013901129132136703,0.9258404197816608,Baseline:hf=32:hl=4,BASELINE
1604594787-201566,1604594787-201566,-,17412.0,100.0,34.397567914483574,2.12548828125,1.8234550884447507,0.001454547280445695,0.9213449456329947,Baseline:hf=32:hl=4,BASELINE
1604594787-201566,1604594787-201566,-,17412.0,100.0,34.0118760539763,2.12548828125,1.8234550884447507,0.0015904295723885298,0.9221667352693311,Baseline:hf=32:hl=4,BASELINE
1604594787-201566,1604594787-201566,-,17412.0,100.0,34.40167248967623,2.12548828125,1.8234550884447507,0.001453793840482831,0.9226814552918249,Baseline:hf=32:hl=4,BASELINE
1604594787-201566,1604594787-201566,-,17412.0,100.0,34.02658046626616,2.12548828125,1.8234550884447507,0.0015832927310839295,0.9224676664919035,Baseline:hf=32:hl=4,BASELINE
1604594787-201566,1604594787-201566,-,21636.0,100.0,36.24579527310758,2.64111328125,1.4674616380107228,0.0009504590998403728,0.9456734071550766,Baseline:hf=32:hl=5,BASELINE
1604594787-201566,1604594787-201566,-,21636.0,100.0,36.38048558052126,2.64111328125,1.4674616380107228,0.0009207114926539361,0.9439438711066718,Baseline:hf=32:hl=5,BASELINE
1604594787-201566,1604594787-201566,-,21636.0,100.0,35.98596609164197,2.64111328125,1.4674616380107228,0.0010084911482408643,0.9419118635194729,Baseline:hf=32:hl=5,BASELINE
