,date,init-from,size(byte),footprint(%),psnr,bpp,CR,mse,ssim,cmprss-class,cmprss-class-2
0,-,-,4133.0,4.921409859490355,33.270992671482716,0.5045166015625,7.6820711347689326,30.618301391601562,0.9394240300031549,JPEG:20,JPEG
1,-,-,4246.0,5.055965706120505,33.51435043271612,0.518310546875,7.477626000942063,28.949783325195312,0.9404362225870709,JPEG:21,JPEG
2,-,-,4342.0,5.170278637770897,33.68411663121152,0.530029296875,7.31229847996315,27.8399658203125,0.9416199051391356,JPEG:22,JPEG
3,-,-,4426.0,5.270302452964992,33.92849246220371,0.540283203125,7.1735201084500675,26.316680908203125,0.9447858258341444,JPEG:23,JPEG
4,-,-,4500.0,5.35841867111217,34.1153605267266,0.54931640625,7.055555555555555,25.208343505859375,0.9468166133259884,JPEG:24,JPEG
5,-,-,4593.0,5.469159323648488,34.28615998109613,0.5606689453125,6.912693228826475,24.236190795898438,0.9482341529653597,JPEG:25,JPEG
6,-,-,4680.0,5.572755417956656,34.466830565591316,0.5712890625,6.784188034188034,23.248626708984375,0.9497102164335106,JPEG:26,JPEG
7,-,-,4762.0,5.670397713741368,34.62722126671194,0.581298828125,6.667366652666947,22.405685424804688,0.9515427846711728,JPEG:27,JPEG
8,-,-,4861.0,5.788282924505834,34.840127369218735,0.5933837890625,6.531577864636906,21.333770751953125,0.9535693006333371,JPEG:28,JPEG
9,-,-,4910.0,5.846630150035723,34.979387404088456,0.599365234375,6.4663951120162935,20.660537719726562,0.9545413060669561,JPEG:29,JPEG
10,-,-,5006.0,5.960943081686116,35.14576214471631,0.611083984375,6.342389133040352,19.884017944335938,0.9558657634651886,JPEG:30,JPEG
11,-,-,5082.0,6.051440819242677,35.31318517278049,0.620361328125,6.247540338449429,19.132064819335938,0.9574445980914915,JPEG:31,JPEG
12,-,-,5167.0,6.152655394141463,35.42248904000889,0.6307373046875,6.144764853880395,18.65655517578125,0.9567374771199719,JPEG:32,JPEG
13,-,-,5254.0,6.256251488449631,35.62773848164055,0.641357421875,6.043014845831747,17.79534912109375,0.9598089091709139,JPEG:33,JPEG
14,-,-,5314.0,6.327697070731126,35.72938966977935,0.648681640625,5.974783590515619,17.3836669921875,0.9603969597645604,JPEG:34,JPEG
15,-,-,5420.0,6.4539175994284355,35.87868441018252,0.66162109375,5.857933579335794,16.796234130859375,0.960390540802076,JPEG:35,JPEG
16,-,-,5500.0,6.549178375803763,36.04312199429716,0.67138671875,5.7727272727272725,16.172164916992188,0.9615439832429008,JPEG:36,JPEG
17,-,-,5536.0,6.59204572517266,36.131291178746146,0.67578125,5.735187861271676,15.847152709960938,0.9620603547279408,JPEG:37,JPEG
18,-,-,5647.0,6.724220052393427,36.29735781913751,0.6893310546875,5.622454400566673,15.25262451171875,0.963175241441243,JPEG:38,JPEG
19,-,-,5712.0,6.801619433198381,36.41232811933126,0.697265625,5.5584733893557425,14.854141235351562,0.9642871036021851,JPEG:39,JPEG
20,-,-,5739.0,6.833769945225053,36.48045660956416,0.7005615234375,5.532322704303886,14.622940063476562,0.9646365678826612,JPEG:40,JPEG
21,-,-,5856.0,6.973088830673969,36.66227767814824,0.71484375,5.421789617486339,14.02337646484375,0.9658701566201835,JPEG:41,JPEG
22,-,-,5897.0,7.021909978566325,36.72273456705893,0.7198486328125,5.384093606918772,13.829513549804688,0.9663925888614385,JPEG:42,JPEG
23,-,-,5948.0,7.082638723505596,36.83892823367283,0.72607421875,5.337928715534633,13.46441650390625,0.9669243771769712,JPEG:43,JPEG
24,-,-,6054.0,7.208859252202905,36.964375995634946,0.739013671875,5.244466468450611,13.0810546875,0.9675635570494495,JPEG:44,JPEG
25,-,-,6115.0,7.281495594189093,37.03950176130328,0.7464599609375,5.192150449713819,12.856719970703125,0.9680011412622659,JPEG:45,JPEG
26,-,-,6197.0,7.379137889973804,37.192481146239714,0.7564697265625,5.12344682911086,12.411727905273438,0.9690627885381611,JPEG:46,JPEG
27,-,-,6225.0,7.412479161705169,37.28420315071057,0.7598876953125,5.100401606425703,12.15234375,0.9694472065085818,JPEG:47,JPEG
28,-,-,6322.0,7.527982853060252,37.353156938553695,0.771728515625,5.022144890857324,11.960922241210938,0.969826563598731,JPEG:48,JPEG
29,-,-,6426.0,7.651821862348178,37.50473591364252,0.784423828125,4.940865234982882,11.5506591796875,0.9706572974547898,JPEG:49,JPEG
30,-,-,6439.0,7.667301738509169,37.54610221720667,0.7860107421875,4.930889889734431,11.441162109375,0.9708119702801449,JPEG:50,JPEG
31,-,-,6455.0,7.686353893784234,37.592986380234194,0.7879638671875,4.918667699457784,11.318313598632812,0.9708716804710238,JPEG:51,JPEG
32,-,-,6578.0,7.832817337461301,37.74270760825781,0.802978515625,4.826695044086349,10.934768676757812,0.9717278200071566,JPEG:52,JPEG
33,-,-,6658.0,7.928078113836627,37.82194341551167,0.812744140625,4.768699309101833,10.737075805664062,0.9723920784599859,JPEG:53,JPEG
34,-,-,6688.0,7.963800904977375,37.91481654991216,0.81640625,4.747308612440191,10.509902954101562,0.9727034210667969,JPEG:54,JPEG
35,-,-,6747.0,8.034055727554179,38.0083338732749,0.8236083984375,4.705795168222914,10.2860107421875,0.9732647579195932,JPEG:55,JPEG
36,-,-,6820.0,8.120981185996666,38.12651155874074,0.83251953125,4.655425219941349,10.0098876953125,0.9736326077075035,JPEG:56,JPEG
37,-,-,6923.0,8.2436294355799,38.22661612285674,0.8450927734375,4.586162068467427,9.78179931640625,0.9739713934423191,JPEG:57,JPEG
38,-,-,7059.0,8.405572755417957,38.3310946532659,0.8616943359375,4.497804221561128,9.549285888671875,0.9744806863115787,JPEG:58,JPEG
39,-,-,7116.0,8.473446058585377,38.41577277741002,0.86865234375,4.461776278808319,9.364898681640625,0.9749234623798664,JPEG:59,JPEG
40,-,-,7181.0,8.550845439390331,38.52245863686023,0.8765869140625,4.42138977858237,9.137649536132812,0.9753322220712224,JPEG:60,JPEG
41,-,-,7298.0,8.690164324839248,38.66845725568852,0.890869140625,4.350506988215949,8.8355712890625,0.976010014511555,JPEG:61,JPEG
42,-,-,7373.0,8.779471302691116,38.78367438948362,0.9000244140625,4.306252543062525,8.604248046875,0.9764859004686942,JPEG:62,JPEG
43,-,-,7495.0,8.924743986663492,38.895072458779445,0.9149169921875,4.236157438292195,8.3863525390625,0.9770878688233556,JPEG:63,JPEG
44,-,-,7554.0,8.994998809240295,38.9995171113065,0.922119140625,4.203071220545406,8.18707275390625,0.9775688740130524,JPEG:64,JPEG
45,-,-,7716.0,9.187901881400332,39.15616370004321,0.94189453125,4.114826334888543,7.89703369140625,0.9783132129686984,JPEG:65,JPEG
46,-,-,7775.0,9.258156703977138,39.28713851606484,0.9490966796875,4.083601286173633,7.6624298095703125,0.9787944237301083,JPEG:66,JPEG
47,-,-,7886.0,9.390331031197904,39.42092867119526,0.962646484375,4.026122241947755,7.4299774169921875,0.9793416114055815,JPEG:67,JPEG
48,-,-,8083.0,9.624910693022148,39.58721863867438,0.9866943359375,3.927997030805394,7.1508636474609375,0.9800261797349556,JPEG:68,JPEG
49,-,-,8192.0,9.754703500833532,39.713694871434285,1.0,3.875732421875,6.94561767578125,0.9803942835689585,JPEG:69,JPEG
50,-,-,8355.0,9.94879733269826,39.907117670559266,1.0198974609375,3.8001196888090965,6.64306640625,0.9811433050876147,JPEG:70,JPEG
51,-,-,8486.0,10.104786854012861,40.066389137876754,1.035888671875,3.741456516615602,6.4038543701171875,0.9815596542280651,JPEG:71,JPEG
52,-,-,8599.0,10.23934270064301,40.243425440818925,1.0496826171875,3.692289801139667,6.1480560302734375,0.9820470421790342,JPEG:72,JPEG
53,-,-,8806.0,10.48582995951417,40.38200687144637,1.074951171875,3.605496252555076,5.9549713134765625,0.9824805061664619,JPEG:73,JPEG
54,-,-,9051.0,10.77756608716361,40.64278131952884,1.1048583984375,3.507899679593415,5.6079254150390625,0.9834491778055185,JPEG:74,JPEG
55,-,-,9084.0,10.816861157418431,40.74677597967346,1.10888671875,3.4951563188022896,5.4752349853515625,0.9835850625943884,JPEG:75,JPEG
56,-,-,9244.0,11.007382710169088,40.96935838199098,1.12841796875,3.434660320207702,5.201690673828125,0.984137842543202,JPEG:76,JPEG
57,-,-,9553.0,11.375327458918791,41.243166785186666,1.1661376953125,3.3235632785512403,4.8838653564453125,0.984932721252593,JPEG:77,JPEG
58,-,-,9781.0,11.646820671588474,41.429456484844074,1.1939697265625,3.2460893569164706,4.678802490234375,0.9855326049565947,JPEG:78,JPEG
59,-,-,9935.0,11.830197666110978,41.63545792911924,1.2127685546875,3.1957725213890287,4.4620513916015625,0.985998137054204,JPEG:79,JPEG
60,-,-,10149.0,12.08502024291498,41.85731134130347,1.2388916015625,3.1283870332052417,4.239837646484375,0.9866066591438416,JPEG:80,JPEG
61,-,-,10474.0,12.472017146939747,42.14916129835727,1.278564453125,3.0313156387244606,3.9642791748046875,0.9873535925449209,JPEG:81,JPEG
62,-,-,10681.0,12.718504405810908,42.37292569926183,1.3038330078125,2.9725681116000375,3.76519775390625,0.9877524398632233,JPEG:82,JPEG
63,-,-,11141.0,13.266253869969042,42.69812056107681,1.3599853515625,2.8498339466834217,3.493560791015625,0.9886133207708204,JPEG:83,JPEG
64,-,-,11421.0,13.599666587282686,42.967260969604204,1.3941650390625,2.7799667279572717,3.28363037109375,0.9891024384396877,JPEG:84,JPEG
65,-,-,11679.0,13.906882591093117,43.23955299339137,1.4256591796875,2.7185546707766077,3.084075927734375,0.9894516863375806,JPEG:85,JPEG
66,-,-,12208.0,14.53679447487497,43.61246814338961,1.490234375,2.600753604193971,2.8303070068359375,0.9902976448499093,JPEG:86,JPEG
67,-,-,12497.0,14.88092402953084,43.902157582137434,1.5255126953125,2.5406097463391215,2.647674560546875,0.9906597524512412,JPEG:87,JPEG
68,-,-,13105.0,15.604905929983328,44.34635437084027,1.5997314453125,2.4227394124380006,2.3902587890625,0.991368463992627,JPEG:88,JPEG
69,-,-,13532.0,16.11336032388664,44.75943571578711,1.65185546875,2.3462902749039314,2.1733856201171875,0.9919272510787385,JPEG:89,JPEG
70,-,-,14352.0,17.089783281733748,45.29772643463441,1.751953125,2.2122352285395763,1.9200286865234375,0.9926942272344412,JPEG:90,JPEG
71,-,-,14941.0,17.791140747797094,45.83928330176054,1.8238525390625,2.1250250987216384,1.6949310302734375,0.9932853368535608,JPEG:91,JPEG
72,-,-,15485.0,18.438914027149323,46.388042171220214,1.8902587890625,2.050371327090733,1.493743896484375,0.9938037299107425,JPEG:92,JPEG
73,-,-,16741.0,19.934508216241962,47.07821807807011,2.0435791015625,1.8965414252434143,1.274261474609375,0.9945038797842785,JPEG:93,JPEG
74,-,-,18181.0,21.64920219099786,47.82753257327507,2.2193603515625,1.7463285847863155,1.07232666015625,0.9950911224064605,JPEG:94,JPEG
75,-,-,19863.0,23.652060014289116,48.693716058657934,2.4246826171875,1.5984493782409506,0.8784332275390625,0.9957245289075396,JPEG:95,JPEG
